track_name,track_id,artist_name,artist_id,album_name,album_id,release_date,duration_ms,popularity,lyrics,matched_url
Sua Estupidez,7IxybxcFyIGvMfgXePwT4U,Gal Costa,1b8kpp4DUwt1hWaxTiWQhD,Gal A Todo Vapor (Live),5jO7LxFHE6hQr7an8IcBCs,1971-03-19,244000,43,"Meu bem, meu bem
Você tem que acreditar em mim
Ninguém pode destruir assim
Um grande amor
Não de ouvidos maldade alheia
E creia:
Sua estupidez não lhe deixa ver
Que eu te amo
Meu bem, meu bem
Use a inteligência uma vez só
Quantos idiotas vivem só
Sem ter amor
E você vai ficar também sozinha
E eu sei porquê
Sua estupidez no lhe deixa ver
Que eu te amo
Quantas vezes eu tentei falar
Que no mundo no há mais lugar
Pra quem toma decisões na vida
Sem pensar
Conte ao menos até três
Se precisar conte outra vez
Mas pense outra vez
Meu bem, meu bem, meu bem
Eu te amo

Meu bem, meu bem
Sua incompreensão já é demais
Nunca vi alguém tão incapaz
De compreender
Que o meu amor é bem maior
Que tudo que existe
Mas, sua estupidez não lhe deixa ver
Que eu te amo",https://genius.com/Gal-costa-sua-estupidez-lyrics
Its Very Nice Pra Xuxu,6abL1ch3Ez7brDPZzdufHO,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Jardim Eletrico""",1BBamdq6Y45NLtttJlBxrf,1971-01-01,289066,27,"Hoje tudo mudou, ooh
Ontem amei você, xu, xu, xu
O que você me dá, é lindo de morrer
É lindo
Oh, oh, oh, yeah
It’s very nice pra xuxu, babe
It’s very nice pra xuxu, babe
It’s very nice pra xuxu
Provei do seu amor, ooh
Eu sei, foi muito bom, xu xu xu
O que você me dá, é lindo de morrer
É lindo
Oh, oh, oh, yeah
It’s very nice pra xuxu, babe
It’s very nice pra xuxu, babe
It’s very nice pra xuxu
Hoje eu falo a sua língua
Eu era meio desligado
Eu não sou mais aquele
Palmas para mim
Palmas para mim, minha Menina, ah

Oh, oh, oh, yeah
It’s very nice pra xuxu, babe
It’s very nice pra xuxu, babe
It’s very nice pra xuxu
Oh, oh, oh, oh, oh, oh, oh Yeah
It’s very nice pra xuxu, babe
It’s very nice pra xuxu, babe
It’s very nice pra xuxu
It’s very nice pra xuxu, babe
It’s very nice pra xuxu, babe
It’s very nice pra xuxu
Oh, oh, oh, yeah
It’s very nice pra xuxu, babe
It’s very nice pra xuxu, babe
It’s very nice pra xuxu",https://genius.com/Os-mutantes-its-very-nice-pra-xuxu-lyrics
Eu Sou Egoísta,2DBAJZ7f8xaYGQIVTxFBFm,Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,Novo Aeon,3hgOfaE0yiMg511d0Y1JfJ,1975-03-21,167866,43,"Se você acha que tem pouca sorte
Se lhe preocupa a doença ou a morte
Se você sente receio do inferno
Do fogo eterno, de Deus, do mal
Eu sou a estrela no abismo do espaço
O que eu quero é o que eu penso e o que eu faço
Onde eu tô não há bicho papão
Eu vou, sempre avante no nada infinito
Flamejando o meu rock, o meu grito
Minha espada e a guitarra na mão
Se o que você quer em sua vida é só paz
Muitas doçuras, seu nome em cartaz
E fica arretado se o açúcar demora
E você chora, cê reza, cê pede, implora
Enquanto eu provo sempre o vinagre e o vinho
Eu quero é ter tentação no caminho
Pois um homem é o exercício que faz
Eu sei, sei que o mais puro gosto do mel
É apenas defeito do fel
E que a guerra é produto da paz

O que eu como a prato pleno
Bem pode ser o seu veneno
Mas como vai você saber sem tentar?

Se você acha o que eu digo fascista
Mista, simplista ou anti-socialista
Eu admito, você tá na pista:
Eu sou ista, eu sou ego
Eu sou ista, eu sou ego
Eu sou egoísta, eu sou
Eu sou egoísta, eu sou
Eu sou egoísta, eu sou
Por que não?
Por que não?
Por que não?
Por que não?
Por que não?
Por que não?
Por que não?
Por que não?
Por que não?
Por que não?
Por que não?",https://genius.com/Raul-seixas-eu-sou-egoista-lyrics
Todo mundo explica,0QfdnhOwmCltCxXY2SVvfs,Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,Mata Virgem,0vYm1hLHwNDG0GRZBWUqX1,1978-01-01,135560,25,"
Não me pergunte porquê, quem, como, onde, qual, quando, o quê

Deus, Buda, o tudo, o nada, o acaso, como o cosmonauta busca o nada, o nado, o nada
Seja lá o que for, já é
Não me obrigue a comer o seu escreveu não leu
Papai mordeu a cabeça de Dr. Don Sigismundo
Porque sem querer cantou de galo que
Cada cabeça do mundo Gismundo
Antes de ler o livro que o guru lhe deu, você tem que escrever o seu
Chega o ponto que eu sinto, que eu pressinto
Lá dentro, não do corpo, mas lá dentro ou fora

No coração, no sol. no meu peito eu sinto
Na estrela, na testa eu farejo
Em todo o universo

Que eu tô vivo! Que eu tô vivo!
Que eu tô vivo, vivo, vivo como a rocha
Eu não pergunto, porque eu já sei que a vida não é uma resposta
Se eu aconteço aqui, se deve ao fato de eu simplesmente ser
Se deve ao fato de eu simplesmente

Mas todo mundo explica
Explica Freud, o padre explica, Krishnamurti tá vendendo a explicação na livraria
Que lhe faz a prestação que tem Platão que explica
Que explica tudo tão bem, vai lá que
Que todo mundo, todo mundo explica
O protestante, o alto-falante, o zen-budismo, o Brahma e o Skol
Capitalismo oculta um cofre de fá, fá, fé, finalismo
Hare Krishna dando a dica enquanto aquele papagaio curupaca implica
E com o carimbo positivo da ciência que aprova e classifica

O que é que a ciência tem? Tem lápis de calcular
O que mais a ciência tem? Borracha 'pra depois apagar

Você já foi ao espelho, nego?
Não? Então, vá!",https://genius.com/Raul-seixas-todo-mundo-explica-lyrics
Fuga Nº II,3Ng45gGJdmfKvlRdOUxHhl,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Mutantes""",63cmfLGQUMuPRwgllZmz6a,1969-01-01,222386,29,"Hoje eu vou fugir de casa
Vou levar a mala cheia de ilusão
Vou deixar alguma coisa velha
Esparramada toda pelo chão
Vou correr no automóvel enorme e forte
A sorte, a morte a esperar
Vultos altos e baixos
Que me assustavam só em olhar
Pra onde eu vou, ah
Pra onde eu vou, venha também
Pra onde eu vou, venha também
Pra onde eu vou
Faróis altos e baixos
Que me fotografam a me procurar
Dois olhos de mercúrio
Iluminam meus passos a me espionar
O sinal está vermelho
Os carros vão passando
E eu ando, ando, ando...
Minha roupa atravessa
E me leva pela mão
Do chão, do chão, do chão

Pra onde eu vou, ah
Pra onde eu vou, venha também
Pra onde eu vou, venha também
Pra onde eu vou
Pra onde eu vou, ah
Pra onde eu vou, venha também
Pra onde eu vou, venha também
Pra onde eu vou
Pra onde eu vou, ah
Pra onde eu vou, venha também
Pra onde eu vou, venha também
Pra onde eu vou",https://genius.com/Os-mutantes-fuga-no-ii-lyrics
A Banda,6wUp7y502iyWLuLuurlOyw,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,Chico Buarque de Hollanda,4ejwSOS740Jj4z3h4RyxJo,1966-01-01,131000,58,"
Estava à toa na vida
O meu amor me chamou
Pra ver a banda passar
Cantando coisas de amor
A minha gente sofrida
Despediu-se da dor
Pra ver a banda passar
Cantando coisas de amor

O homem sério, que contava dinheiro, parou
O faroleiro, que contava vantagem, parou
A namorada, que contava as estrelas
Parou para ver, ouvir e dar passagem

A moça triste, que vivia calada, sorriu
A rosa triste, que vivia fechada, se abriu
E a meninada toda se assanhou
Pra ver a banda passar
Cantando coisas de amor

Estava à toa na vida
O meu amor me chamou
Pra ver a banda passar
Cantando coisas de amor
A minha gente sofrida
Despediu-se da dor
Pra ver a banda passar
Cantando coisas de amor

O velho fraco, se esqueceu do cansaço, e pensou
Qu'inda era moço, pra sair no terraço, e dançou
A moça feia debruçou na janela
Pensando que a banda tocava pra ela

A marcha alegre se espalhou na avenida e insistiu
A lua cheia, que vivia escondida, surgiu
Minha cidade toda se enfeitou
Pra ver a banda passar
Cantando coisas de amor

Mas para meu desencanto
O que era doce acabou
Tudo tomou seu lugar
Depois que a banda passou
E cada qual no seu canto
Em cada canto uma dor
Depois da banda passar
Cantando coisas de amor

Depois da banda passar
Cantando coisas de amor
Depois da banda passar
Cantando coisas de amor
Depois da banda passar
Cantando coisas de amor...",https://genius.com/Chico-buarque-a-banda-lyrics
Top Top,2C0WC9znjVOnCmV3UF2A4a,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Jardim Eletrico""",1BBamdq6Y45NLtttJlBxrf,1971-01-01,148733,34,"Lari, lari, lari, lari
Eu vou sabotar
Você vai se azarar
O que eu não ganho eu leso
Ninguém vai me gozar, não, jamais
Eu vou sabotar, vou casar com ele
Vou trepar na escada
Pra pintar seu nome no céu
Sabotagem
(Vou brincar de cavalinho na casinha e pow)
Sabotagem
(E o que a menina )
Sabotagem
Eu quero é que você se
Top, top, top, uh
Lari, lari, lari, lari
Ninguém vai dizer
Que eu deixei barato
Vou me ligar em outra
Te dizer bye-bye, até nunca, jamais

Sabotagem
(Sem contar com  e pow)
Sabotagem
(Au, deixa )
Sabotagem
Eu quero é que você se
Top, top, top, uh
Lari, lari, lari, lari
Yeah, yeah, yeah, yeah
Lari, lari, lari, lari
Yeah, yeah, yeah, yeah, yeah, yeah
Lari, lari, lari, lari
Yeah, yeah, yeah, yeah, yeah",https://genius.com/Os-mutantes-top-top-lyrics
Saídas E Bandeiras Nº 1,2NyTK2DNx8wKCCtCxHBPcS,"Milton Nascimento, Beto Guedes","3Bnq7jiU506HcPjRgQ43TM, 4ijgnqYvE1INXb1NSVT11m",Clube Da Esquina,5risYG7klZCSLMNxB9dZhf,1972-01-03,45293,45,"
O que vocês diriam dessa coisa
Que não dá mais pé?
O que vocês fariam pra sair desta maré?
O que era sonho vira terra
Quem vai ser o primeiro a me responder?

Sair desta cidade ter a vida onde ela é
Subir novas montanhas, diamantes procurar
No fim da estrada e da poeira
Um rio com seus frutos me alimentar",https://genius.com/Milton-nascimento-saidas-e-bandeiras-no-1-lyrics
Shangrila,1CzMttkaD29w40H4pDrB60,"Rita Lee, Roberto De Carvalho","7dnT2FUXhjirperXaH22IJ, 4w4ll81d0dR8gz989jjko1",Rita Lee,77whDq0J0bYLftDVMKAlK7,1980-05-05,173733,42,"Amarelada, bodeada, sem ninguém
Nessas horas aparece a preguiça
A vontade de sumir, de vez
Se me der na telha sou capaz
De enlouquecer
E mandar tudo pr´aquele lugar
E fugir com você pra Shangrilá
E me deixar levar
Por um beijo eterno
Por seu corpo envolvente
Mais quente que o inferno",https://genius.com/Rita-lee-shangrila-lyrics
Corista De Rock,00OwfgUfe4v1Yg19D6EueD,Rita Lee,7dnT2FUXhjirperXaH22IJ,Entradas E Bandeiras,6ijeidJRPXQntGfec5gkFk,1976,222226,28,"
Disseram que o palco não era mais aquele lugar
Mas do jeito que a gente me olha de frente
Como eu vou parar?
Pois eu sou corista, num grupo de rock
Que tem pra valer
Um ponto de vista que não se limita
De ser ou não ser
Prefiro ser os dois!
Prefiro ser os dois!

Não venha me dizer do meu compromisso
Com isso ou aquilo
Se o que a gente quer não deixa de ser
Um belo motivo
Pra se festejar de modo indiscreto o que vai nascer
E todas as histórias que o mundo imagina
Pra sobreviver
Prefiro não saber!
Prefiro não saber!

O que eu era ou sou por enquanto
É tudo aquilo que eu digo e canto
O que eu era ou sou por enquanto
É tudo aquilo que eu digo e canto
Com um pouco de espanto
O que eu era ou sou por enquanto
É tudo aquilo que eu digo e canto
Com um pouco de espanto
Num palco ou num canto",https://genius.com/Rita-lee-corista-de-rock-lyrics
Pequeno perfil de um cidadão comum,1bgZYCpejrfJcnQwmBLlLK,Belchior,0C8HhyOa7zfzIl3gmPjY52,Belchior ou era uma vez um homem e seu tempo,5GjRzygj2zscprD7zPYSt0,1979-01-01,236818,24,"Era um cidadão comum como esses que se vê na rua
Falava de negócios, ria, via show de mulher nua
Vivia o dia e não o sol, a noite e não a lua
Acordava sempre cedo, era um passarinho urbano
Embarcava no metrô, o nosso metropolitano
Era um homem de bons modos, com licença, foi engano

Era feito aquela gente honesta, boa e comovida
Que caminha para a morte pensando em vencer na vida
Era feito aquela gente honesta, boa e comovida
Que tem no fim da tarde a sensação da missão cumprida

Acreditava em Deus e em outras coisas invisíveis
Dizia sempre sim aos seus senhores infalíveis
Pois é; tendo dinheiro não há coisas impossíveis
Mas o anjo do Senhor, de quem nos fala o Livro Santo
Desceu do céu pra uma cerveja, junto dele, no seu canto
E a morte o carregou, feito um pacote, no seu manto

Era feito aquela gente honesta, boa e comovida
Que caminha para a morte pensando em vencer na vida
Era feito aquela gente honesta, boa e comovida
Que tem no fim da tarde a sensação da missão cumprida

Que a terra lhe seja leve",https://genius.com/Belchior-pequeno-perfil-de-um-cidadao-comum-lyrics
Angélica,5uRF5a1FR430Yd9H1o7o0q,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,Almanaque,3cJEcuGN8dJ6ShdGLyDdLL,1981-01-01,188360,0,"Que canta sempre esse estribilho?
Só queria embalar meu filho
Que mora na escuridão do mar
Quem é essa mulher
Que canta sempre esse lamento?
Só queria lembrar o tormento
Que fez meu filho suspirar
Quem é essa mulher
Que canta sempre o mesmo arranjo?
Só queria agasalhar meu anjo
E deixar seu corpo descansar
Quem é essa mulher
Que canta como dobra um sino?
Queria cantar por meu menino
Que ele já não pode mais cantar
Quem é essa mulher
Que canta sempre esse estribilho?
Só queria embalar meu filho
Que mora na escuridão do mar",https://genius.com/Chico-buarque-angelica-lyrics
Cartão Postal,3EH4qgyY2oGhxXySyGaITd,Evinha,6cnJ8gP9R3JEh5mCCvOwz3,Cartão Postal,7lskQR32sv0sV9zwkdRkKN,1971-01-05,117860,42,"
Não tem avenida ou rua principal
Os carros não te podem fazer mal
Há um silêncio absoluto pelo ar
Todo mundo ri, te quer cumprimentar
As coisas boas passam devagar
As coisas más passam depressa
Sem poder parar

Há no quarteirão vizinho ao meu
Uma boa casa pra alugar
Um terraço enorme pra ver o luar
Um quarto especial pra quem quer descansar
Com o amanhecer

Guarda com carinho esse cartão postal
A casa é essa que tem um quintal
Cheio de flores de cristal bem como gostas
Manda-me a resposta urgente
É natural
Não se preocupe, eu compro o enxoval
E o endereço está no fim de tudo
Até lá",https://genius.com/Evinha-cartao-postal-lyrics
Calice,0gkNlydRrozyFDthd5GlR9,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,Brazil Classics 1: Beleza Tropical,6cPmlEB32l8zhUxigl8xdt,1978,243026,17,"Pai, afasta de mim esse cálice
Pai, afasta de mim esse cálice
Pai, afasta de mim esse cálice
De vinho tinto de sangue
Pai, afasta de mim esse cálice, pai
Afasta de mim esse cálice, pai
Afasta de mim esse cálice
De vinho tinto de sangue
Como beber dessa bebida amarga
Tragar a dor, engolir a labuta
Mesmo calada a boca, resta o peito
Silêncio na cidade não se escuta
De que me vale ser filho da santa
Melhor seria ser filho da outra
Outra realidade menos morta
Tanta mentira, tanta força bruta

Pai, afasta de mim esse cálice
Pai, afasta de mim esse cálice
Pai, afasta de mim esse cálice
De vinho tinto de sangue
Pai, afasta de mim esse cálice
Pai, afasta de mim esse cálice
Pai, afasta de mim esse cálice
De vinho tinto de sangue

Como é difícil acordar calado
Se na calada da noite eu me dano
Quero lançar um grito desumano
Que é uma maneira de ser escutado
Esse silêncio todo me atordoa
Atordoado, eu permaneço atento
Na arquibancada pra qualquer momento
Ver emergir o monstro da lagoa

Pai, afasta de mim esse cálice
Pai, afasta de mim esse cálice
Pai, afasta de mim esse cálice
De vinho tinto de sangue
Pai, afasta de mim esse cálice
Pai, afasta de mim esse cálice
Pai, afasta de mim esse cálice
De vinho tinto de sangue

De muito gorda a porca já não anda (Cale-se!)
De muito usada a faca já não corta
Como é difícil, pai, abrir a porta (Cale-se!)
Essa palavra presa na garganta
Esse pileque homérico no mundo
De que adianta ter boa vontade?
Mesmo calado o peito, resta a cuca
Dos bêbados do centro da cidade

Pai, afasta de mim esse cálice
Pai, afasta de mim esse cálice
Pai, afasta de mim esse cálice
De vinho tinto de sangue

Talvez o mundo não seja pequeno (Cale-se!)
Nem seja a vida um fato consumado (Cale-se!)
Quero inventar o meu próprio pecado (Cale-se!)
Quero morrer do meu próprio veneno (Pai! Cale-se!)
Quero perder de vez tua cabeça (Cale-se!)
Minha cabeça perder teu juízo (Cale-se!)
Quero cheirar fumaça de óleo diesel (Cale-se!)
Me embriagar até que alguém me esqueça",https://genius.com/Chico-buarque-calice-lyrics
Desculpe,0cqx5jILzC9MpeOJg1DL08,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""A Divina Comédia Ou Ando Meio Desligado""",7Brj8kqhEO9Zg4daamMieT,1970-01-01,168920,34,"Não vou brincar com você
Desculpe, babe
Não vou mais ser joão-ninguém
Eu vou correndo
Buscar a glória
Minha glória
Desculpe, babe
Mas eu já me decidi
Desculpe, babe
Eu vou viver mais pra mim
Eu vou correndo
Buscar a glória
Minha glória
Eu vou correndo
Buscar a glória
Minha glória
Glória, glória
Glória, glória
Glória, glória
Glória, glória",https://genius.com/Os-mutantes-desculpe-babe-lyrics
Seu tipo,0Og2ISmvOKTaZkPhQJQIYh,Ney Matogrosso,2SFIMUkCdZowbeisskDdhn,2 É demais!,5xo3h19qdvgBiMYjXei9vI,1978,236586,24,"
Me diz que eu sou seu tipo
Me diz, neném, que eu acredito
Murmura baixinho que eu sou seu ideal
Coloca aquele vestido, tipo comprido
Vê se não brinca com a minha libido
Meu beija no ouvido
Nada faz sentido
Tudo arde
Me diz que eu sou seu tipo
Repete amor que eu acredito
Preciso de guarida
Minha amiga, de salvação
A barra tá pesada
Não quero nada
Só uma confirmação
Que brilhe em seus olhos
Seu peito não parе de arfar
Na minha chegada
Sua boca comecе a gritar
Gritar que eu sou tipo, só isso
Sou mago, há muita emoção
Vai fazer rolar de prazer
Meu coração

Preciso de guarida
Minha amiga, de salvação
A barra anda pesada
Não quero nada
Só uma confirmação
Que brilhe em seus olhos
Seu peito não pare de arfar
Na minha chegada
Sua boca comece a gritar
Gritar que eu sou tipo, só isso
Sou mago, há muita emoção
Vai fazer rolar de prazer
Meu coração
Vai fazer rolar de prazer
Meu coração",https://genius.com/Ney-matogrosso-seu-tipo-lyrics
As Aventuras De Raul Seixas Na Cidade De Thor,4ARnJgXUKRvNsBU4zhRroD,Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,Gita,4EGy60w4omhOI8AJRxCSzI,1974-03-29,224466,37,"Tá rebocado, meu cumpádi
Como os donos do mundo piraram
Eles já são carrascos e vítimas
Do próprio mecanismo que criaram
O monstro SIST é retado
E tá doido pra transar comigo
E sempre que você dorme de touca
Ele fatura em cima do inimigo
A arapuca está armada
E não adianta de fora protestar
Quando se quer entrar num buraco de rato
De rato você tem que transar
Buliram muito com o praneta
E o praneta como um cachorro eu vejo
Se ele já não guenta mais as pulgas
Se livra delas num sacolejo
Hoje a gente já nem sabe
De que lado tão certos cabeludo
Tipo estereotipado se é da direita ou dá traseira
Num se sabe mais lá de que lado
Eu que sou vivo pra cachorro
No que eu tô longe, eu tô perto
Se eu não tiver com Deus, meu filho
Eu tô sempre aqui com o olho aberto
A civilização se tornou tão complicada
Que ficou tão frágil como um computador
Que se uma criança descobrir o calcanhar de Aquiles
Com um só palito, para o motor
Tem gente que passa a vida inteira
Travando a inútil luta com os galho
Sem saber que é lá no tronco
Que tá o coringa do baralho
Quando eu compus, fiz “Ouro de Tolo”
Uns imbecis me chamaram de profeta do apocalipse
Mas eles só vão entender o que eu falei
No esperado dia do eclipse
Acredite que eu não tenho nada a ver
Com a linha evolutiva da Música Popular Brasileira
A única linha que eu conheça
É a linha de empinar uma bandeira
Eu já passei por todas as religião
Filosofias, políticas e luta
Aos 11 anos de idade, eu já desconfiava
Da verdade absoluta
Raul Seixas e Raulzito
Sempre foram o mermo homem
Mas pra aprender o jogo dos ratos
Transou com Deus e com o lobisomem
Oxente",https://genius.com/Raul-seixas-as-aventuras-de-raul-seixas-na-cidade-de-thor-lyrics
Posso Perder Minha Mulher,5S8CjPn2GmKwvUHfdGq733,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Mutantes E Seus Cometas No Pais Do Baurets""",6bWR1KoGNbHBHLYWxcN9dm,1972-01-01,223093,24,"O meu cigarro apagou
Eu vou dançar o rock and roll
E o meu dinheiro acabou
Eu me liguei no rock and roll
E o meu cigarro, o meu cigarro
O meu dinheiro acabou
E hoje eu me liguei é só no
Rock and roll
E o meu cigarro apagou (cigarro, cigarro)
E o meu dinheiro acabou (dinheiro, dinheiro)
Posso perder minha mulher, minha mãe
Desde que eu tenha o meu rock and roll
O meu cigarro apagou
Eu vou dançar o rock and roll
E o meu dinheiro acabou
Eu me liguei no rock and roll
E o meu cigarro, o meu cigarro
O meu dinheiro acabou
E hoje eu me liguei é só no
Rock and roll
E o meu cigarro apagou (cigarro, cigarro)
E o meu dinheiro acabou (dinheiro, dinheiro)
Posso perder minha mulher, minha mãe
Desde que eu tenha o meu rock and roll

Desde que eu tenha o meu rock and roll
O meu rock and roll
Posso perder minha mulher (rock and roll)
Posso perder a minha irmã (rock and roll)
Posso perder a minha mãe (rock and roll)
Posso perder até minha avó (rock and roll)
Hum, baixinho agora (rock and roll)
E mais ainda (rock and roll)
Mas hoje eu tenho Elvis Presley (rock and roll)
E eu não perco a Cely (rock and roll)
Mas eu tenho o Little Richard (rock and roll)
Mas hoje, hmmm, Demétrius (rock and roll)
Ah-ha (rock and roll)
(Rock and roll)
Domingo de manhã
Saí pra caçar rã
Foi quando à minha frente
Apareceu a sua irmã
Que sarro, ah
Que sarro, ah-ha
Posso perder minha mulher, minha mãe
Desde que eu tenha o meu rock and roll!
O meu cigarro apagou
Eu vou dançar o rock and roll
E o meu dinheiro acabou
Eu me liguei no rock and roll
E o meu cigarro, o meu cigarro
O meu dinheiro acabou
E hoje eu me liguei é só no
Aaaah

(Cigarro, cigarro)
E o meu dinheiro acabou
Posso perder minha mulher, minha mãe
Desde que eu tenha o meu rock and roll
Posso perder minha mulher, minha mãe
Desde que eu tenha o meu rock and roll
Porque eu posso perder
Minha mulher, minha mãe
Desde que eu tenho o meu rock and roll
O meu rock, rock, rock, rock",https://genius.com/Os-mutantes-posso-perder-minha-mulher-minha-mae-desde-que-eu-tenha-o-rock-and-roll-lyrics
Algo Mais,3GWqZTRh2lYWnco6mWkqpW,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Mutantes""",63cmfLGQUMuPRwgllZmz6a,1969-01-01,158653,21,"Olha a minha mão
Vamos passear
Vamos voar
Dê a partida
Acelere a vida
Vamos amar
Ande depressa
A vida tem algo
Mais para dar
Olha meu irmão
Vamos passear
Vamos voar
Vida no tanque
Subiu no sangue
Vida no ar
Ande depressa
A vida tem algo
Mais para dar
Grito aflito
Beijo e grito
Algo mais
Algo mais

Olha meu irmão
Vamos passear
Vamos voar
Dê a partida
Acelere a vida
Vamos amar
Ande depressa
A vida tem algo
Mais para dar
Algo mais
Algo mais
Algo mais",https://genius.com/Os-mutantes-algo-mais-lyrics
Panis Et Circenses,0Dmnb3C3GaGdyjlyWaWLDr,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Os Mutantes""",0RBkIFbQy91qv8Tqja20og,1968-01-01,220453,45,"Eu quis cantar
Minha canção iluminada de sol
Soltei os panos sobre os mastros no ar
Soltei os tigres e os leões nos quintais

Mas as pessoas na sala de jantar
São ocupadas em nascer e morrer

Mandei fazer
De puro aço luminoso um punhal
Para matar o meu amor e matei
Às cinco horas na avenida central

Mas as pessoas da sala de jantar
São ocupadas em nascer e morrer

Mandei plantar
Folhas de sonho no jardim do solar
As folhas sabem procurar pelo sol
E as raízes procurar, procurar

Mas as pessoas da sala de jantar
Essas pessoas da sala de jantar
São as pessoas da sala de jantar
Mas as pessoas da sala de jantar
São ocupadas em nascer e morrer

Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala

- Me passa a salada pra mim fazendo favor? O pão, fazendo favor? Só mais um pedacinho
- Você viu?
- Mas tá demais, né?",https://genius.com/Os-mutantes-panis-et-circenses-lyrics
Apenas Um Rapaz Latino-Americano,7oo3L1ZPEQSavDVSnlOvDa,Belchior,0C8HhyOa7zfzIl3gmPjY52,Alucinacao,2AwtTIdUFaUl69alioeFut,1976-01-01,258026,61,"Ooh-ooh-ooh, ooh-ooh-ooh
Ooh-ooh-ooh, ooh-ooh-ooh
Ooh-ooh-ooh, ooh-ooh-ooh
Ooh-ooh-ooh, ooh-ooh-ooh, ooh

Eu sou apenas um rapaz latino-americano
Sem dinheiro no banco
Sem parentes importantes
E vindo do interior
Mas trago de cabeça uma canção do rádio
Em que um antigo compositor baiano me dizia
""Tudo é divino""
""Tudo é maravilhoso""
Mas trago de cabeça uma canção do rádio (Ooh, ooh)
Em que um antigo compositor baiano me dizia (Ooh, ooh)
""Tudo é divino"" (Ooh)
""Tudo é maravilhoso"" (Ooh)

Tenho ouvido muitos discos, conversado com pessoas
Caminhado meu caminho, papo, o som dentro da noite
E não tenho um amigo sequer que 'inda acredite nisso, não
Tudo muda e com toda razão

Eu sou apenas um rapaz latino-americano
Sem dinheiro no banco
Sem parentes importantes
E vindo do interior
Mas sei que tudo é proibido (Ooh, ooh)
Aliás, eu queria dizer que tudo é permitido (Ooh, ooh)
Até beijar você no escuro do cinema
Quando ninguém nos vê
Mas sei que tudo é proibido (Ooh, ooh)
Aliás, eu queria dizer que tudo é permitido (Ooh, ooh)
Até beijar você no escuro do cinema
Quando ninguém nos vê

Não me peça que eu lhe faça uma canção como se deve
Correta, branca, suave, muito limpa, muito leve
Sons, palavras são navalhas e eu não posso cantar como convém
Sem querer ferir ninguém
Mas não se preocupe, meu amigo, com os horrores que eu lhe digo
Isto é somente uma canção
A vida realmente é diferente, quer dizer
Ao vivo é muito pior

E eu sou apenas um rapaz latino-americano (Ooh, ooh)
Sem dinheiro no banco  (Ooh, ooh)
Por favor, não saque a arma no saloon
Eu sou apenas o cantor (Ooh)
Mas se depois de cantar, você ainda quiser me atirar  (Ooh, ooh)
Mate-me logo à tarde, às três  (Ooh, ooh)
Que à noite eu tenho um compromisso
E não posso faltar por causa de vocês (Ooh)
Mas se depois de cantar, você ainda quiser me atirar
Mate-me logo à tarde, às três
Que à noite eu tenho um compromisso
E não posso faltar por causa de vocês

Eu sou apenas um rapaz latino-americano
Sem dinheiro no banco
Sem parentes importantes
E vindo do interior
Mas sei que nada é divino (Ooh, ooh)
Nada, nada é maravilhoso, nada, nada é secreto (Ooh, ooh)
Nada, nada é misterioso, não (Ooh)
Na-na-na-na-na, na-na, na-na, na-na, na-não",https://genius.com/Belchior-apenas-um-rapaz-latino-americano-lyrics
Tigresa,39bCh3sgr80RVpUYEDoAif,Ney Matogrosso,2SFIMUkCdZowbeisskDdhn,Pecado (1977),5xmnDIdmFv8uhcAlN9uLHz,1977,235773,35,"Uma mulher, uma beleza que me aconteceu
Esfregando a pele de ouro marrom
Do seu corpo contra o meu
Me falou que o mal é bom e o bem cruel
Enquanto os pelos dessa deusa tremem ao vento ateu
Ela me conta sem certeza tudo o que viveu
Que gostava de política em mil novecentos e sessenta e seis
E hoje dança no Frenetic Dancin' Days
Ela me conta que era atriz e trabalhou no Hair
Com alguns homens foi feliz com outros foi mulher
Que tem muito ódio no coração, que tem dado muito amor
E espalhado muito prazer e muita dor
Mas ela ao mesmo tempo diz que tudo vai mudar
Porque ela vai ser o que quis inventando um lugar
Onde a gente e a natureza feliz, vivam sempre em comunhão
E a tigresa possa mais do que o leão
As garras da felina me marcaram o coração
Mas as besteiras de menina que ela disse não
E eu corri pra o violão num lamento
E a manhã nasceu azul
Como é bom poder tocar um instrumento",https://genius.com/Ney-matogrosso-tigresa-lyrics
